,project,name,join date,last active,timezone,worktime,duration,followers,total commits,collaborations,authored files,languages,commit rate,code commits,code commit rate,non code commits,non code commit rate,code contribution,code contribution rate,code contribution density,total issues,issue participated,issue comments received,issue solved,issue solving ratio,issue solving rate,issue contribution,issue contribution rate,total pull requests,pr participated,pr reviewed,pr merged,pr approval ratio,pr comments received,pr contribution,pr contribution rate
329,scikit-learn,Batalex,2020-01-28 15:31:18,2020-08-11 14:39:31,1,17,196,21,5,13,13,2,0.0255102040816326,5,0.0255102040816326,0,0.0,561,2.8622448979591835,112.2,0,1,0.0,0,0.0,0.0,0,0.0,6,0,0,5,0.8333333333333334,15.666666666666666,6,0.030612244897959183
330,scikit-learn,pierreglaser,2018-05-17 09:17:55,2020-06-29 08:18:27,1,13,774,79,5,19,8,1,0.0064599483204134,5,0.0064599483204134,0,0.0,269,0.3475452196382429,53.8,3,3,1.0,0,0.0,0.0,3,0.003875968992248,5,4,3,5,1.0,16.0,8,0.0103359173126615
331,scikit-learn,mattilyra,2012-11-08 18:04:00,2018-06-04 07:13:55,0,18,2034,144,5,14,5,1,0.0024582104228121,5,0.0024582104228121,0,0.0,55,0.0270403146509341,11.0,3,1,4.666666666666667,1,1.0,0.0004916420845624,4,0.0019665683382497,6,0,0,3,0.5,6.5,6,0.0029498525073746312
332,scikit-learn,astaric,2012-11-13 08:35:38,2012-11-14 13:57:44,1,7,2,31,5,5,6,1,2.5,5,2.5,0,0.0,43,21.5,8.6,0,0,0.0,0,0.0,0.0,0,0.0,2,0,0,1,0.5,8.5,2,1.0
333,scikit-learn,MarieS-WiMLDS,2022-03-12 14:24:33,2022-04-06 23:11:28,1,1,26,0,5,12,6,1,0.1923076923076923,4,0.1538461538461538,1,0.0384615384615384,68,2.6153846153846154,13.6,0,4,0.0,0,0.0,0.0,0,0.0,5,1,0,5,1.0,1.0,5,0.19230769230769232
334,scikit-learn,cgohlke,2014-03-29 20:32:48,2019-07-17 16:20:07,-7,14,1936,506,5,10,6,3,0.0025826446280991,4,0.0020661157024793,1,0.0005165289256198,478,0.246900826446281,95.6,0,4,0.0,1,0.25,0.0005165289256198,1,0.0005165289256198,5,1,0,2,0.4,2.2,5,0.0025826446280991736
335,scikit-learn,vivekk0903,2017-02-10 06:24:54,2019-02-22 09:07:28,5,12,743,2,5,22,5,1,0.0067294751009421,5,0.0067294751009421,0,0.0,25,0.0336473755047106,5.0,9,4,5.777777777777778,2,0.5,0.0026917900403768,11,0.0148048452220726,5,0,0,5,1.0,1.6,5,0.006729475100942127
336,scikit-learn,Pinky-Chaudhary,2021-09-28 07:26:59,2021-10-21 09:25:55,5,14,24,7,5,7,6,1,0.2083333333333333,5,0.2083333333333333,0,0.0,92,3.8333333333333335,18.4,0,1,0.0,0,0.0,0.0,0,0.0,5,0,0,5,1.0,2.0,5,0.20833333333333334
337,scikit-learn,acganesh,2015-09-02 22:17:46,2015-12-11 08:47:00,-4,18,100,31,5,6,1,1,0.05,5,0.05,0,0.0,143,1.43,28.6,0,3,0.0,0,0.0,0.0,0,0.0,1,0,0,1,1.0,13.0,1,0.01
338,scikit-learn,cmd-ntrf,2011-09-22 18:07:12,2014-10-24 16:17:59,-4,10,1128,61,5,7,6,1,0.0044326241134751,4,0.0035460992907801,1,0.000886524822695,28,0.0248226950354609,5.6,0,0,0.0,0,0.0,0.0,0,0.0,5,0,0,3,0.6,2.2,5,0.004432624113475178
339,scikit-learn,gloriamacia,2021-06-26 16:51:42,2022-06-22 13:34:13,2,10,361,30,4,8,5,1,0.0110803324099723,4,0.0110803324099723,0,0.0,63,0.1745152354570637,15.75,1,1,5.0,0,0.0,0.0,1,0.002770083102493,4,1,1,4,1.0,5.0,5,0.013850415512465374
340,scikit-learn,jrfiedler,2016-07-16 16:35:09,2016-07-30 00:55:56,-5,7,14,141,4,10,27,1,0.2857142857142857,2,0.1428571428571428,2,0.1428571428571428,108,7.714285714285714,27.0,0,2,0.0,0,0.0,0.0,0,0.0,4,1,0,4,1.0,5.5,4,0.2857142857142857
341,scikit-learn,simonandras,2021-08-28 22:41:25,2022-12-28 15:16:11,1,11,487,2,4,16,15,1,0.0082135523613963,4,0.0082135523613963,0,0.0,259,0.5318275154004107,64.75,3,3,2.333333333333333,0,0.0,0.0,3,0.0061601642710472,9,1,1,4,0.4444444444444444,11.666666666666666,10,0.02053388090349076
342,scikit-learn,KamalakerDadi,2015-10-19 08:46:13,2018-10-12 19:30:54,2,14,1090,24,4,9,32,1,0.0036697247706422,4,0.0036697247706422,0,0.0,269,0.2467889908256881,67.25,0,3,0.0,4,1.3333333333333333,0.0036697247706422,4,0.0036697247706422,2,1,0,1,0.5,19.0,2,0.001834862385321101
343,scikit-learn,vreyespue,2022-06-20 20:38:37,2022-06-28 16:24:52,2,15,8,19,4,6,12,1,0.5,4,0.5,0,0.0,208,26.0,52.0,0,0,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,5.5,4,0.5
344,scikit-learn,brendanlu,2023-06-01 15:29:01,2023-09-18 06:53:40,10,16,109,3,4,10,6,1,0.036697247706422,4,0.036697247706422,0,0.0,190,1.743119266055046,47.5,0,2,0.0,0,0.0,0.0,0,0.0,5,0,0,4,0.8,3.0,5,0.045871559633027525
345,scikit-learn,saketkc,2015-02-08 19:04:47,2015-04-20 03:46:46,-8,11,71,289,4,9,4,1,0.056338028169014,4,0.056338028169014,0,0.0,30,0.4225352112676056,7.5,0,3,0.0,1,0.3333333333333333,0.0140845070422535,1,0.0140845070422535,5,1,0,4,0.8,12.2,5,0.07042253521126761
346,scikit-learn,postmalloc,2020-06-15 17:35:33,2020-08-27 08:39:59,0,8,73,27,4,10,8,1,0.0547945205479452,4,0.0547945205479452,0,0.0,268,3.671232876712329,67.0,0,2,0.0,0,0.0,0.0,0,0.0,5,0,0,4,0.8,20.2,5,0.0684931506849315
347,scikit-learn,bryandeng,2015-03-18 13:16:30,2016-03-21 23:04:22,1,21,370,117,4,12,8,1,0.0108108108108108,1,0.0027027027027027,3,0.0081081081081081,81,0.2189189189189189,20.25,2,2,4.0,0,0.0,0.0,2,0.0054054054054054,4,3,0,3,0.75,8.25,4,0.010810810810810811
348,scikit-learn,spikebh,2021-10-21 01:54:15,2021-11-05 01:41:01,-3,5,15,0,4,7,4,1,0.2666666666666666,4,0.2666666666666666,0,0.0,107,7.133333333333334,26.75,0,2,0.0,0,0.0,0.0,0,0.0,5,0,0,4,0.8,1.4,5,0.3333333333333333
349,scikit-learn,shellyfung,2022-08-06 06:45:43,2022-09-05 14:08:25,8,20,31,5,4,6,6,1,0.1290322580645161,4,0.1290322580645161,0,0.0,63,2.032258064516129,15.75,0,0,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,2.75,4,0.12903225806451613
350,scikit-learn,srivatsan-ramesh,2016-10-10 14:46:10,2016-12-18 06:44:03,5,2,69,45,4,18,6,1,0.0579710144927536,3,0.0434782608695652,1,0.0144927536231884,178,2.579710144927536,44.5,1,2,37.0,0,0.0,0.0,1,0.0144927536231884,5,2,0,4,0.8,22.4,5,0.07246376811594203
351,scikit-learn,LSturtew,2021-03-01 23:20:59,2021-06-15 16:40:57,1,13,106,0,4,8,10,1,0.0377358490566037,4,0.0377358490566037,0,0.0,267,2.518867924528302,66.75,0,3,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,7.0,4,0.03773584905660377
352,scikit-learn,aflaxman,2013-04-29 01:21:59,2016-12-09 14:24:28,-7,14,1321,184,4,13,4,1,0.0030280090840272,2,0.0015140045420136,2,0.0015140045420136,45,0.0340651021953065,11.25,2,0,13.0,0,0.0,0.0,2,0.0015140045420136,3,4,0,2,0.6666666666666666,1.6666666666666667,3,0.002271006813020439
353,scikit-learn,ShehanAT,2022-05-22 16:33:38,2022-09-05 18:34:09,-4,4,107,61,4,9,8,1,0.0373831775700934,3,0.02803738317757,1,0.0093457943925233,41,0.3831775700934579,10.25,1,3,0.0,0,0.0,0.0,1,0.0093457943925233,7,0,0,4,0.5714285714285714,5.571428571428571,7,0.06542056074766354
354,scikit-learn,superbobry,2014-10-30 00:24:40,2017-06-07 07:35:34,2,2,952,489,4,17,6,3,0.0042016806722689,4,0.0042016806722689,0,0.0,85,0.0892857142857142,21.25,1,5,5.0,2,0.4,0.0021008403361344,3,0.0031512605042016,4,2,0,4,1.0,9.25,4,0.004201680672268907
355,scikit-learn,kwinata,2019-07-20 12:27:08,2020-10-19 19:21:47,8,3,458,7,4,14,7,1,0.0087336244541484,4,0.0087336244541484,0,0.0,273,0.5960698689956332,68.25,0,2,0.0,0,0.0,0.0,0,0.0,5,1,0,4,0.8,8.4,5,0.010917030567685589
356,scikit-learn,lrjball,2019-06-08 23:40:49,2021-12-18 03:12:43,0,1,924,4,4,32,5,1,0.0043290043290043,4,0.0043290043290043,0,0.0,151,0.1634199134199134,37.75,1,1,1.0,0,0.0,0.0,1,0.001082251082251,7,0,0,4,0.5714285714285714,11.285714285714286,7,0.007575757575757576
357,scikit-learn,pedugnat,2019-10-23 16:06:53,2021-11-26 19:56:25,1,14,766,6,4,10,5,1,0.0052219321148825,4,0.0052219321148825,0,0.0,180,0.2349869451697128,45.0,3,1,1.3333333333333333,1,1.0,0.0013054830287206,4,0.0052219321148825,4,3,0,4,1.0,11.0,4,0.005221932114882507
358,scikit-learn,ApproximateIdentity,2012-08-05 16:30:17,2013-02-15 15:44:31,-8,10,194,15,4,7,5,1,0.0206185567010309,4,0.0206185567010309,0,0.0,147,0.7577319587628866,36.75,0,3,0.0,0,0.0,0.0,0,0.0,3,1,0,2,0.6666666666666666,3.0,3,0.015463917525773196
359,scikit-learn,apw,2014-05-25 19:03:47,2014-05-26 00:11:08,-6,13,1,9,4,4,1,0,4.0,0,0.0,4,4.0,18,18.0,4.5,0,0,0.0,0,0.0,0.0,0,0.0,1,0,0,1,1.0,5.0,1,1.0
360,scikit-learn,isaacknjama,2021-02-06 09:35:01,2021-12-06 05:02:27,3,11,303,27,4,16,5,1,0.0132013201320132,3,0.0099009900990099,1,0.0033003300330033,79,0.2607260726072607,19.75,0,5,0.0,0,0.0,0.0,0,0.0,7,0,0,4,0.5714285714285714,8.0,7,0.0231023102310231
361,scikit-learn,kjacks21,2016-07-16 22:54:52,2019-04-14 23:35:20,-4,9,1003,10,4,17,4,1,0.003988035892323,3,0.0029910269192422,1,0.0009970089730807,133,0.1326021934197407,33.25,3,5,2.333333333333333,0,0.0,0.0,3,0.0029910269192422,4,1,0,4,1.0,8.5,4,0.003988035892323031
362,scikit-learn,zhengruifeng,2016-02-24 10:51:49,2020-02-15 10:37:51,8,11,1452,191,4,16,6,1,0.0027548209366391,2,0.0013774104683195,2,0.0013774104683195,65,0.0447658402203856,16.25,2,2,1.5,2,1.0,0.0013774104683195,4,0.0027548209366391,5,0,0,4,0.8,10.6,5,0.003443526170798898
363,scikit-learn,Shivachauhan17,2023-02-27 17:12:43,2023-03-22 07:46:08,5,20,23,11,4,6,4,1,0.1739130434782608,4,0.1739130434782608,0,0.0,62,2.6956521739130435,15.5,0,1,0.0,0,0.0,0.0,0,0.0,8,0,0,4,0.5,2.375,8,0.34782608695652173
364,scikit-learn,takoika,2021-05-28 01:41:38,2022-02-14 10:20:34,9,1,263,3,4,9,13,1,0.0152091254752851,4,0.0152091254752851,0,0.0,475,1.806083650190114,118.75,0,3,0.0,0,0.0,0.0,0,0.0,5,0,0,4,0.8,18.6,5,0.019011406844106463
365,scikit-learn,partev,2021-12-03 16:24:40,2023-11-15 05:34:12,-5,0,712,6,4,9,4,1,0.0056179775280898,2,0.0028089887640449,2,0.0028089887640449,11,0.0154494382022471,2.75,1,0,3.0,0,0.0,0.0,1,0.0014044943820224,5,1,0,4,0.8,1.0,5,0.007022471910112359
366,scikit-learn,manu-chroma,2016-07-16 17:05:09,2017-02-02 08:43:02,5,8,201,123,4,18,4,1,0.0199004975124378,3,0.0149253731343283,1,0.0049751243781094,179,0.8905472636815921,44.75,1,4,1.0,0,0.0,0.0,1,0.0049751243781094,4,2,0,4,1.0,30.75,4,0.01990049751243781
367,scikit-learn,mbatchkarov,2012-11-01 18:06:12,2016-05-18 11:59:47,0,19,1294,35,4,16,2,1,0.0030911901081916,4,0.0030911901081916,0,0.0,85,0.0656877897990726,21.25,5,0,5.8,0,0.0,0.0,5,0.0038639876352395,6,0,0,2,0.3333333333333333,9.333333333333334,6,0.00463678516228748
368,scikit-learn,HashCode55,2016-06-13 21:54:14,2017-01-04 08:51:53,5,14,205,31,4,9,6,1,0.0195121951219512,3,0.0146341463414634,1,0.0048780487804878,66,0.3219512195121951,16.5,1,5,4.0,0,0.0,0.0,1,0.0048780487804878,2,0,0,2,1.0,22.0,2,0.00975609756097561
369,scikit-learn,reiinakano,2016-09-27 11:00:52,2017-11-22 04:44:06,8,6,421,867,4,20,5,1,0.009501187648456,2,0.004750593824228,2,0.004750593824228,201,0.4774346793349168,50.25,4,2,5.25,1,0.5,0.002375296912114,5,0.01187648456057,4,2,0,4,1.0,25.25,4,0.009501187648456057
370,scikit-learn,marctorsoc,2018-11-15 17:51:27,2023-03-21 10:16:01,0,1,1587,10,4,16,10,1,0.0025204788909892,4,0.0025204788909892,0,0.0,969,0.610586011342155,242.25,2,1,16.0,0,0.0,0.0,2,0.0012602394454946,6,5,0,4,0.6666666666666666,31.333333333333332,6,0.003780718336483932
371,scikit-learn,harsh020,2019-07-13 12:51:39,2020-08-31 20:26:38,5,1,416,4,4,9,6,1,0.0096153846153846,3,0.0072115384615384,1,0.0024038461538461,301,0.7235576923076923,75.25,1,3,5.0,0,0.0,0.0,1,0.0024038461538461,4,0,0,4,1.0,52.75,4,0.009615384615384616
372,scikit-learn,mlant,2021-11-08 20:49:15,2022-01-25 17:04:18,1,8,78,0,4,8,6,1,0.0512820512820512,4,0.0512820512820512,0,0.0,50,0.6410256410256411,12.5,0,1,0.0,0,0.0,0.0,0,0.0,6,0,0,4,0.6666666666666666,4.333333333333333,6,0.07692307692307693
373,scikit-learn,IshankGulati,2015-09-24 19:35:25,2017-03-11 02:51:00,5,0,534,18,4,18,12,1,0.0074906367041198,4,0.0074906367041198,0,0.0,845,1.5823970037453183,211.25,0,4,0.0,2,0.5,0.0037453183520599,2,0.0037453183520599,8,0,0,3,0.375,25.125,8,0.0149812734082397
374,scikit-learn,krishnakalyan3,2016-05-28 22:21:23,2018-01-16 21:30:18,2,15,598,91,4,8,3,1,0.0066889632107023,4,0.0066889632107023,0,0.0,22,0.0367892976588628,5.5,0,5,0.0,0,0.0,0.0,0,0.0,4,0,0,2,0.5,5.0,4,0.006688963210702341
375,scikit-learn,melemo2,2021-11-25 21:24:29,2022-03-18 13:57:12,9,2,113,2,4,5,3,1,0.0353982300884955,4,0.0353982300884955,0,0.0,16,0.1415929203539823,4.0,1,2,3.0,0,0.0,0.0,1,0.0088495575221238,4,0,0,4,1.0,0.5,4,0.035398230088495575
376,scikit-learn,thouis,2011-04-01 14:34:45,2011-05-04 12:39:33,2,17,33,73,4,3,7,3,0.1212121212121212,4,0.1212121212121212,0,0.0,8448,256.0,2112.0,0,2,0.0,0,0.0,0.0,0,0.0,2,0,0,1,0.5,1.0,2,0.06060606060606061
377,scikit-learn,nilichen,2020-03-10 23:24:44,2020-05-08 16:56:31,-7,2,59,9,4,14,4,1,0.0677966101694915,4,0.0677966101694915,0,0.0,228,3.864406779661017,57.0,0,4,0.0,0,0.0,0.0,0,0.0,5,6,1,4,0.8,4.8,6,0.1016949152542373
378,scikit-learn,avigupta2612,2020-05-05 21:39:23,2021-04-13 21:28:23,5,1,343,3,4,12,12,1,0.0116618075801749,4,0.0116618075801749,0,0.0,1093,3.186588921282799,273.25,0,4,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,15.25,4,0.011661807580174927
379,scikit-learn,achab,2015-10-19 08:37:54,2015-10-20 16:54:34,2,17,2,0,4,8,3,1,2.0,4,2.0,0,0.0,31,15.5,7.75,0,1,0.0,4,4.0,2.0,4,2.0,2,0,0,1,0.5,6.0,2,1.0
380,scikit-learn,qdeffense,2019-01-03 16:30:18,2021-04-08 22:17:49,2,0,827,0,4,9,15,1,0.0048367593712212,4,0.0048367593712212,0,0.0,559,0.6759371221281741,139.75,0,5,0.0,0,0.0,0.0,0,0.0,4,1,1,4,1.0,6.75,5,0.006045949214026602
381,scikit-learn,rossbar,2021-06-04 16:42:23,2023-05-29 16:04:26,-8,2,724,94,4,11,16,1,0.005524861878453,3,0.0041436464088397,1,0.0013812154696132,113,0.1560773480662983,28.25,1,0,14.0,0,0.0,0.0,1,0.0013812154696132,4,1,0,4,1.0,1.25,4,0.0055248618784530384
382,scikit-learn,arthurmensch,2015-05-20 11:56:49,2019-02-22 14:06:24,2,14,1375,382,4,53,64,5,0.0029090909090909,4,0.0029090909090909,0,0.0,549658,399.7512727272728,137414.5,17,26,9.352941176470589,1,0.0384615384615384,0.0007272727272727,18,0.013090909090909,12,35,5,4,0.3333333333333333,41.333333333333336,17,0.012363636363636363
383,scikit-learn,sdpython,2018-10-03 16:22:30,2021-02-18 18:43:40,1,15,870,285,4,18,15,1,0.0045977011494252,3,0.0034482758620689,1,0.0011494252873563,927,1.0655172413793104,231.75,1,2,5.0,2,1.0,0.0022988505747126,3,0.0034482758620689,5,1,1,4,0.8,41.8,6,0.006896551724137931
384,scikit-learn,he7d3r,2014-12-24 15:58:37,2023-12-20 17:18:01,-3,11,3284,97,4,10,4,1,0.0012180267965895,1,0.0003045066991473,3,0.0009135200974421,7,0.0021315468940316,1.75,1,1,1.0,0,0.0,0.0,1,0.0003045066991473,4,2,2,4,1.0,0.5,6,0.0018270401948842874
385,scikit-learn,aboucaud,2018-01-10 15:00:15,2020-11-18 13:40:15,2,1,1043,33,4,14,48,1,0.0038350910834132,4,0.0038350910834132,0,0.0,751,0.7200383509108341,187.75,1,3,12.0,0,0.0,0.0,1,0.0009587727708533,6,3,1,4,0.6666666666666666,21.166666666666668,7,0.006711409395973154
386,scikit-learn,MaggieChege,2019-06-22 09:48:18,2021-11-15 07:37:18,3,10,877,8,4,17,8,1,0.0045610034207525,4,0.0045610034207525,0,0.0,42,0.0478905359179019,10.5,0,3,0.0,0,0.0,0.0,0,0.0,5,3,0,4,0.8,5.4,5,0.005701254275940707
387,scikit-learn,mohamed-ali,2018-02-22 23:08:24,2020-02-27 13:17:18,1,7,735,32,4,18,16,1,0.0054421768707482,2,0.0027210884353741,2,0.0027210884353741,175,0.238095238095238,43.75,2,13,9.5,0,0.0,0.0,2,0.0027210884353741,7,6,5,4,0.5714285714285714,15.142857142857142,12,0.0163265306122449
388,scikit-learn,alinealfa,2021-06-26 16:49:57,2021-07-13 09:28:21,2,11,17,8,4,6,3,1,0.2352941176470588,4,0.2352941176470588,0,0.0,51,3.0,12.75,0,1,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,5.0,4,0.23529411764705882
389,scikit-learn,pignacio,2014-06-26 00:22:03,2015-02-23 14:35:51,-3,12,243,10,4,10,3,0,0.0164609053497942,0,0.0,4,0.0164609053497942,66,0.2716049382716049,16.5,0,0,0.0,0,0.0,0.0,0,0.0,2,2,0,1,0.5,24.5,2,0.00823045267489712
390,scikit-learn,guyrt,2012-08-23 20:39:46,2012-11-02 21:08:58,-4,15,72,35,4,4,4,1,0.0555555555555555,4,0.0555555555555555,0,0.0,55,0.7638888888888888,13.75,0,1,0.0,0,0.0,0.0,0,0.0,1,0,0,0,0.0,10.0,1,0.013888888888888888
391,scikit-learn,ajtulloch,2014-03-03 12:15:27,2016-05-12 15:26:45,0,12,802,1142,4,18,13,3,0.0049875311720698,4,0.0049875311720698,0,0.0,1562,1.9476309226932669,390.5,1,1,4.0,1,1.0,0.0012468827930174,2,0.0024937655860349,6,5,0,2,0.3333333333333333,8.333333333333334,6,0.007481296758104738
392,scikit-learn,JPFrancoia,2015-09-03 21:01:44,2018-05-22 22:29:29,1,16,993,15,4,15,3,1,0.0040281973816717,3,0.0030211480362537,1,0.0010070493454179,81,0.0815709969788519,20.25,2,2,9.5,0,0.0,0.0,2,0.0020140986908358,5,1,1,2,0.4,21.0,6,0.006042296072507553
393,scikit-learn,rubywerman,2020-06-23 20:27:03,2022-06-22 20:46:21,-5,5,730,13,4,58,3,1,0.0054794520547945,1,0.0013698630136986,3,0.0041095890410958,18,0.0246575342465753,4.5,0,1,0.0,0,0.0,0.0,0,0.0,8,87,0,4,0.5,4.0,8,0.010958904109589041
394,scikit-learn,SarahRemus,2022-11-14 15:43:44,2022-11-28 08:11:56,1,15,14,2,4,5,4,1,0.2857142857142857,4,0.2857142857142857,0,0.0,26,1.8571428571428568,6.5,0,2,0.0,0,0.0,0.0,0,0.0,5,0,0,5,1.0,2.4,5,0.35714285714285715
395,scikit-learn,punndcoder28,2023-06-24 18:03:29,2023-10-30 08:39:50,5,12,128,10,4,53,5,1,0.03125,1,0.0078125,3,0.0234375,228,1.78125,57.0,0,1,0.0,0,0.0,0.0,0,0.0,7,113,0,6,0.8571428571428571,11.857142857142858,7,0.0546875
396,scikit-learn,samwaterbury,2018-09-28 23:50:28,2019-07-19 01:07:28,-6,0,294,9,4,12,6,1,0.0136054421768707,4,0.0136054421768707,0,0.0,178,0.6054421768707483,44.5,0,5,0.0,0,0.0,0.0,0,0.0,5,0,0,4,0.8,13.2,5,0.017006802721088437
397,scikit-learn,MarcoGorelli,2019-01-09 17:12:52,2023-07-26 13:06:45,0,13,1659,447,4,10,35,2,0.0024110910186859,4,0.0024110910186859,0,0.0,124,0.0747438215792646,31.0,1,2,1.0,0,0.0,0.0,1,0.0006027727546714,5,2,2,4,0.8,1.8,7,0.004219409282700422
398,scikit-learn,dlitsidis,2022-12-23 17:34:35,2023-01-13 22:05:27,2,0,22,12,4,5,4,1,0.1818181818181818,4,0.1818181818181818,0,0.0,49,2.227272727272727,12.25,0,1,0.0,0,0.0,0.0,0,0.0,6,0,0,4,0.6666666666666666,3.3333333333333335,6,0.2727272727272727
399,scikit-learn,ycjuan,2013-07-24 16:40:41,2014-10-21 19:32:51,8,0,455,309,4,0,2,1,0.0087912087912087,4,0.0087912087912087,0,0.0,31,0.0681318681318681,7.75,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0
400,scikit-learn,david-cortes,2018-04-08 17:39:57,2022-12-31 15:17:01,2,18,1728,185,4,17,6,1,0.0023148148148148,3,0.0017361111111111,1,0.0005787037037037,41,0.0237268518518518,10.25,7,0,3.571428571428572,0,0.0,0.0,7,0.0040509259259259,5,0,0,4,0.8,13.4,5,0.0028935185185185184
401,scikit-learn,judithabk6,2020-01-28 16:08:34,2020-01-31 17:58:04,1,14,4,8,4,13,7,1,1.0,4,1.0,0,0.0,45,11.25,11.25,1,2,1.0,0,0.0,0.0,1,0.25,5,3,0,4,0.8,6.6,5,1.25
402,scikit-learn,SylvainLan,2018-11-16 13:07:02,2020-07-17 08:28:17,1,10,609,4,4,12,10,1,0.0065681444991789,3,0.0049261083743842,1,0.0016420361247947,198,0.3251231527093596,49.5,1,0,4.0,0,0.0,0.0,1,0.0016420361247947,4,0,0,4,1.0,9.0,4,0.006568144499178982
403,scikit-learn,cjauvin,2012-08-30 15:51:18,2015-08-16 15:37:14,-4,10,1081,39,4,11,2,1,0.003700277520814,4,0.003700277520814,0,0.0,64,0.0592044403330249,16.0,0,2,0.0,0,0.0,0.0,0,0.0,2,1,0,0,0.0,18.5,2,0.0018501387604070306
404,scikit-learn,TomAugspurger,2015-06-17 13:52:21,2022-04-14 20:01:19,-5,9,2494,1289,4,22,3,1,0.0016038492381716,4,0.0016038492381716,0,0.0,56,0.0224538893344025,14.0,3,11,8.333333333333334,0,0.0,0.0,3,0.0012028869286287,6,11,7,4,0.6666666666666666,2.5,13,0.0052125100240577385
405,scikit-learn,JarnoRFB,2018-08-30 16:17:16,2020-02-01 13:51:46,1,6,520,62,4,9,62,1,0.0076923076923076,3,0.0057692307692307,1,0.0019230769230769,637,1.225,159.25,1,0,1.0,0,0.0,0.0,1,0.0019230769230769,4,1,0,4,1.0,9.75,4,0.007692307692307693
406,scikit-learn,samuelstjean,2013-10-10 09:21:27,2016-07-22 15:06:51,2,14,1017,19,4,9,3,1,0.0039331366764995,4,0.0039331366764995,0,0.0,12,0.0117994100294985,3.0,0,1,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,1.5,4,0.003933136676499509
407,scikit-learn,jseabold,2012-06-26 13:34:10,2016-04-18 14:58:03,-5,8,1393,744,4,11,5,1,0.0028715003589375,3,0.0021536252692031,1,0.0007178750897343,42,0.0301507537688442,10.5,4,0,3.25,1,1.0,0.0007178750897343,5,0.0035893754486719,5,5,0,2,0.4,11.6,5,0.003589375448671931
408,scikit-learn,briancheung,2012-07-12 19:28:37,2014-12-12 15:58:44,-4,3,883,74,4,18,1,1,0.0045300113250283,4,0.0045300113250283,0,0.0,191,0.2163080407701019,47.75,3,2,10.666666666666666,0,0.0,0.0,3,0.0033975084937712,2,2,0,0,0.0,32.0,2,0.0022650056625141564
409,scikit-learn,kcarnold,2011-07-01 20:34:25,2012-10-07 20:53:59,-4,18,465,64,4,9,3,1,0.0086021505376344,3,0.0064516129032258,1,0.0021505376344086,69,0.1483870967741935,17.25,0,1,0.0,0,0.0,0.0,0,0.0,3,0,0,1,0.3333333333333333,4.666666666666667,3,0.0064516129032258064
410,scikit-learn,zhaofeng-shu33,2019-05-07 10:36:35,2021-09-27 09:37:04,8,17,874,60,4,9,5,1,0.0045766590389016,4,0.0045766590389016,0,0.0,16,0.0183066361556064,4.0,2,0,4.5,0,0.0,0.0,2,0.0022883295194508,4,0,0,4,1.0,2.5,4,0.004576659038901602
411,scikit-learn,pooja-subramaniam,2023-02-15 22:52:32,2023-06-27 15:41:41,1,11,132,2,4,9,5,1,0.0303030303030303,4,0.0303030303030303,0,0.0,74,0.5606060606060606,18.5,0,1,0.0,0,0.0,0.0,0,0.0,8,0,0,4,0.5,1.0,8,0.06060606060606061
412,scikit-learn,sply88,2021-11-09 17:05:54,2021-12-10 22:14:12,1,13,32,2,4,10,4,1,0.125,4,0.125,0,0.0,43,1.34375,10.75,0,2,0.0,0,0.0,0.0,0,0.0,4,7,0,4,1.0,4.5,4,0.125
413,scikit-learn,mrbeann,2016-11-14 07:14:28,2017-08-01 23:45:28,8,4,261,6,4,15,6,1,0.0153256704980842,3,0.0114942528735632,1,0.003831417624521,117,0.4482758620689655,29.25,0,5,0.0,1,0.2,0.003831417624521,1,0.003831417624521,8,1,0,4,0.5,18.25,8,0.03065134099616858
414,scikit-learn,Safikh,2022-09-02 04:46:05,2022-11-10 08:42:27,5,13,70,1,4,5,7,1,0.0571428571428571,4,0.0571428571428571,0,0.0,124,1.7714285714285714,31.0,0,3,0.0,0,0.0,0.0,0,0.0,5,0,0,4,0.8,10.0,5,0.07142857142857142
415,scikit-learn,didibz,2016-08-01 13:19:31,2018-11-07 00:39:31,3,2,828,1,4,10,3,1,0.0048309178743961,4,0.0048309178743961,0,0.0,15,0.0181159420289855,3.75,0,0,0.0,0,0.0,0.0,0,0.0,4,0,0,4,1.0,2.0,4,0.004830917874396135
416,scikit-learn,rand0wn,2023-04-11 19:07:55,2023-11-09 16:39:08,2,10,212,28,4,10,7,2,0.0188679245283018,4,0.0188679245283018,0,0.0,129,0.6084905660377359,32.25,0,4,0.0,0,0.0,0.0,0,0.0,10,1,0,4,0.4,3.6,10,0.04716981132075472
417,scikit-learn,shivamgargsya,2017-05-04 12:45:10,2021-03-12 14:46:50,5,1,1409,1,4,22,14,1,0.0028388928317956,3,0.0021291696238466,1,0.0007097232079489,257,0.1823988644428673,64.25,0,14,0.0,0,0.0,0.0,0,0.0,9,1,0,4,0.4444444444444444,4.333333333333333,9,0.0063875088715401
