Commit#,Author,Message,Time,Changed Files,Additions,Deletions,Parents,Number of Comments,Timezone
8e7cc8176b6bb8218a85a86f1861b97b4feb5a07,tensorflower-gardener,"Update RandomZoom KPL to use the new BaseImageAugmentationLayer

PiperOrigin-RevId: 438675482",2022-03-31 22:26:26,keras/layers/preprocessing/image_preprocessing.py keras/api/golden/v2/tensorflow.keras.layers.-random-zoom.pbtxt keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-zoom.pbtxt,80,43,8abffb29aba7aa214dc2a34c26cc6be302907d39,0,-7
8abffb29aba7aa214dc2a34c26cc6be302907d39,qlzh727,"Bump the keras nightly version to 2.10.

PiperOrigin-RevId: 438674132",2022-03-31 22:20:17,keras/__init__.py keras/tools/pip_package/setup.py,2,2,55476a86ed482d2e1f473dc629848d2068225c73,0,-7
55476a86ed482d2e1f473dc629848d2068225c73,qlzh727,"Change keras to use dtensor public API.

PiperOrigin-RevId: 438605222",2022-03-31 17:38:57,keras/dtensor/__init__.py,1,4,c9e2b4dbf1a51f721c9364116ab4d8ccca8d9e44,0,-7
3abad9a1eed1a334042dc66f338dfeda71d76d8f,markus-hinsche,Polish whitespace,2022-03-31 16:41:38,keras/engine/data_adapter_test.py,0,1,2135b7d2a073fff320e2352b3954f8185f09355e,0,2
2135b7d2a073fff320e2352b3954f8185f09355e,markus-hinsche,"Improve docstring style, move TestBatchSequence down, improve epochs instance variable, update test names",2022-03-31 16:27:15,keras/engine/data_adapter_test.py,88,99,fabcd8ac0a7c6d4bc1e8bf01c60deb02814c4c64,0,2
fabcd8ac0a7c6d4bc1e8bf01c60deb02814c4c64,markus-hinsche,Arrange unit test in an own class IncreasingBatchSizeAdapterTest,2022-03-31 16:07:42,keras/engine/data_adapter_test.py,82,75,01dfbda369d9a3e85e18a9af7e51bcba66866cb5,0,2
01dfbda369d9a3e85e18a9af7e51bcba66866cb5,markus-hinsche,Use 2 spaces for indent,2022-03-31 15:55:54,keras/engine/data_adapter_test.py,48,48,c141b3c7e98bc572427dbf3c50747e00348e4cb3,0,2
c141b3c7e98bc572427dbf3c50747e00348e4cb3,markus-hinsche,Clean up unit test,2022-03-31 15:52:11,keras/engine/data_adapter_test.py,19,32,e4bf9498724fc472b124cf98ec11fac2b84098b8,0,2
e4bf9498724fc472b124cf98ec11fac2b84098b8,markus-hinsche,Add unit test to check if steps are updated,2022-03-31 15:42:21,keras/engine/data_adapter_test.py,166,0,1ed234b4d98f15c6d87bf6f471631c0e7a4ad213,0,2
c9e2b4dbf1a51f721c9364116ab4d8ccca8d9e44,haifeng-jin,"Add an github action to create PRs for formating the code.

PiperOrigin-RevId: 438444078",2022-03-31 01:05:08,.github/workflows/format.yml requirements.txt,48,0,a20cd6db7c52c293b1a586dd3eb4e53dcef71baf,0,-7
a20cd6db7c52c293b1a586dd3eb4e53dcef71baf,chenmoneygithub,"Add arg `custom_shape` to method `add_variable_from_reference()` so that users can control the shape of optimizer variables.

This is related to b/226547716: in optimizer like compact adagrad, the optimizer variable is by intention set as a different shape from the model variable to reduce memory cost: go/alise-ml/compact_adagrad. Thus, we need a way to let users control the shape of added variable, but meanwhile we also want optimizer variables to be placed at the same device as model variable.

PiperOrigin-RevId: 438437215",2022-03-31 00:24:12,keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-ftrl.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-optimizer.pbtxt keras/optimizers/optimizer_experimental/adagrad.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adadelta.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adam.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adagrad.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adamax.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-nadam.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-r-m-sprop.pbtxt keras/optimizers/optimizer_experimental/optimizer.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-s-g-d.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adam-w.pbtxt keras/optimizers/optimizer_experimental/optimizer_test.py,38,40,411a79c4da1c771a7c95556bf3d243a4f26d4d95,0,-7
411a79c4da1c771a7c95556bf3d243a4f26d4d95,tensorflower-gardener,"Update RandomContrast KPL to use the new BaseImageAugmentationLayer

PiperOrigin-RevId: 438419918",2022-03-30 23:04:31,keras/layers/preprocessing/image_preprocessing.py keras/api/golden/v2/tensorflow.keras.layers.-random-contrast.pbtxt keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-contrast.pbtxt,61,19,2f1b7adab0bb8b09ec928b2e83ee49a12b743c23,0,-7
2f1b7adab0bb8b09ec928b2e83ee49a12b743c23,LukeWood,"Creates a no-op augment label operation for classification labels in BaseImageAugmentation Subclasses

PiperOrigin-RevId: 438416655",2022-03-30 22:50:05,keras/layers/preprocessing/image_preprocessing.py,6,0,3495f013dc70ccb98e757537d9d8c214e877b1f0,0,-7
3495f013dc70ccb98e757537d9d8c214e877b1f0,yeqingli,"Internal changes. No github code update.

PiperOrigin-RevId: 438404332",2022-03-30 21:57:32,keras/layers/convolutional/BUILD keras/layers/reshaping/BUILD,2,2,6b27ac0aeedb2f0b4b48aad38094ecbab5b3ddcc,0,-7
6b27ac0aeedb2f0b4b48aad38094ecbab5b3ddcc,mattdangerw,"Move image loading and saving utils to /utils

PiperOrigin-RevId: 438403293",2022-03-30 21:53:14,keras/preprocessing/image_test.py keras/preprocessing/image.py keras/utils/image_dataset_test.py keras/applications/applications_load_weight_test.py keras/preprocessing/BUILD keras/utils/image_utils_test.py keras/utils/BUILD keras/utils/__init__.py keras/utils/image_utils.py,696,718,7f0cb1ad169d87439b353924e921b368880a53d8,0,-7
7f0cb1ad169d87439b353924e921b368880a53d8,tensorflower-gardener,"Merge pull request #16249 from Mahrkeenerh:master

PiperOrigin-RevId: 438376689",2022-03-30 20:05:34,keras/backend.py keras/layers/reshaping/up_sampling2d.py,34,13,aa8af10a160845df30a8b28470e866e02c68bdf5 9f0f0adaabf1bc83edf06359482b169e6c5f4455,0,-7
9f0f0adaabf1bc83edf06359482b169e6c5f4455,k-w-w,"Remove external calls to `_gather_saveables_for_checkpoint.`

Trackables are switching to using `_serialize_to_tensors` and `_restore_from_tensors`, so use this helper method for gathering saveables.

PiperOrigin-RevId: 438361482",2022-03-30 18:58:31,keras/engine/base_layer_utils.py,2,2,2b77f9c1ae725f11299f21072e4185331da89f5b,0,-7
2b77f9c1ae725f11299f21072e4185331da89f5b,tensorflower-gardener,"Update RandomBrightness KPL to use the new BaseImageAugmentationLayer

PiperOrigin-RevId: 438346012",2022-03-30 18:01:12,keras/layers/preprocessing/image_preprocessing.py keras/api/golden/v2/tensorflow.keras.layers.-random-brightness.pbtxt,48,28,d022b8c987e470c33f8aac86606f6f7369f64feb,0,-7
d022b8c987e470c33f8aac86606f6f7369f64feb,mattdangerw,"Move pad_sequences to /utils

PiperOrigin-RevId: 438345895",2022-03-30 18:00:49,keras/utils/data_utils.py keras/utils/data_utils_test.py keras/distribute/keras_correctness_test_base.py keras/utils/__init__.py keras/preprocessing/sequence.py keras/preprocessing/sequence_test.py,199,195,6c392b5ad96fb47a05019e6dda42d2af1f1ec08e,0,-7
143b08ad3aaf9adbc297d4bc17921234677226f6,bmatschke,minor documention fix,2022-03-30 14:46:43,keras/engine/training.py,1,1,6c392b5ad96fb47a05019e6dda42d2af1f1ec08e,0,3
d8d60d2ff1102951111621c3c0d977bc9484fa8d,markub3327,+ unit test,2022-03-30 07:20:50,keras/optimizers/optimizer_experimental/optimizer_test.py keras/optimizers/optimizer_experimental/adamw.py,20,7,61e90e5a03e5e412a2af5a207fa124daf4c44a61,0,2
61e90e5a03e5e412a2af5a207fa124daf4c44a61,markub3327,Merge branch 'keras-team:master' into master,2022-03-30 04:41:15,keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-optimizer.pbtxt keras/preprocessing/text.py keras/api/golden/v2/tensorflow.keras.dtensor.pbtxt keras/models/sharpness_aware_minimization_test.py keras/preprocessing/image.py keras/applications/applications_test.py keras/optimizers/optimizer_experimental/rmsprop.py keras/layers/merging/add.py keras/BUILD keras/applications/BUILD keras/optimizers/optimizer_experimental/nadam.py keras/api/golden/v1/tensorflow.keras.applications.resnet_rs.pbtxt keras/layers/activation/thresholded_relu.py keras/metrics/metrics.py keras/applications/__init__.py keras/applications/resnet_rs.py WORKSPACE keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-adam.pbtxt keras/api/api_init_files.bzl keras/layers/merging/minimum.py keras/optimizers/optimizer_experimental/adamax.py keras/api/golden/v2/tensorflow.keras.applications.resnet_rs.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adagrad.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-s-g-d.pbtxt keras/preprocessing/__init__.py keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-translation.pbtxt keras/distribute/parameter_server_evaluation_test.py keras/integration_test/function_test.py keras/api/golden/v2/tensorflow.keras.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-ftrl.pbtxt keras/engine/data_adapter.py keras/utils/metrics_utils_test.py keras/layers/merging/average.py keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-s-g-d.pbtxt keras/optimizers/optimizer_experimental/sgd.py keras/engine/base_layer.py keras/layers/preprocessing/image_preprocessing_test.py keras/api/golden/v1/tensorflow.keras.applications.pbtxt keras/utils/text_dataset.py keras/layers/merging/merging_test.py keras/layers/preprocessing/image_preprocessing.py keras/optimizers/optimizer_experimental/optimizer.py keras/dtensor/optimizers.py keras/dtensor/layout_map.py keras/distribute/dataset_creator_model_fit_test_base.py keras/distribute/dataset_creator_model_fit_ps_only_test.py keras/utils/metrics_utils.py keras/optimizers/optimizer_experimental/BUILD keras/layers/merging/multiply.py keras/api/golden/v2/tensorflow.keras.dtensor.experimental.pbtxt keras/api/BUILD keras/optimizers/optimizer_experimental/optimizer_test.py keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-r-m-sprop.pbtxt keras/models/BUILD keras/layers/merging/maximum.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adam-w.pbtxt keras/api/golden/v2/tensorflow.keras.layers.-random-translation.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.pbtxt keras/distribute/BUILD keras/optimizers/optimizer_experimental/adamw.py keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-adagrad.pbtxt keras/layers/merging/base_merge.py keras/api/golden/v2/tensorflow.keras.__internal__.layers.-base-image-augmentation-layer.pbtxt keras/utils/dataset_utils.py keras/engine/training.py keras/optimizers/optimizer_experimental/adam.py keras/benchmarks/keras_examples_benchmarks/mnist_conv_custom_training_benchmark_test.py keras/preprocessing/sequence.py README.md keras/api/golden/v2/tensorflow.keras.dtensor.experimental.-layout-map.pbtxt keras/utils/data_utils.py keras/api/golden/v1/tensorflow.keras.__internal__.layers.-base-image-augmentation-layer.pbtxt keras/saving/save_test.py keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-flip.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adamax.pbtxt keras/optimizers/optimizer_experimental/adadelta.py keras/optimizers/optimizer_experimental/ftrl.py keras/applications/applications_load_weight_test.py keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-adadelta.pbtxt keras/utils/image_dataset.py keras/api/golden/v2/tensorflow.keras.layers.-random-flip.pbtxt keras/layers/merging/concatenate.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adam.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-r-m-sprop.pbtxt keras/utils/data_utils_test.py keras/optimizers/optimizer_experimental/adagrad.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adadelta.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-nadam.pbtxt keras/api/golden/v2/tensorflow.keras.applications.pbtxt,2449,257,6c392b5ad96fb47a05019e6dda42d2af1f1ec08e 0c0390bf431ab441581c44a1d84ba8a3bc1768b4,0,2
6c392b5ad96fb47a05019e6dda42d2af1f1ec08e,MarkDaoust,"Support the new `Deprecated:` and `Preview:` notices.

Soon tensorflow.org will render `Deprecated:` as a notice box, so switching these `Warning:` to `Deprecated:` seems appropriate.

PiperOrigin-RevId: 438150625",2022-03-29 23:06:19,keras/preprocessing/text.py keras/preprocessing/image.py keras/preprocessing/__init__.py keras/preprocessing/sequence.py,26,26,77f1aba022009bcd027f55718c96ada5603ee1e8,0,-7
77f1aba022009bcd027f55718c96ada5603ee1e8,faizan-m,"Update _with_tensor_ranks_only TODOs

PiperOrigin-RevId: 438068182",2022-03-29 17:53:25,keras/engine/data_adapter.py,1,0,7d74c9f955c0e56639f9bb6f5caf3332c17d0efc,0,-7
1ed234b4d98f15c6d87bf6f471631c0e7a4ad213,markus-hinsche,Update steps,2022-03-29 13:48:35,keras/engine/data_adapter.py,4,1,7d74c9f955c0e56639f9bb6f5caf3332c17d0efc,0,2
7d74c9f955c0e56639f9bb6f5caf3332c17d0efc,chenmoneygithub,"Fix SAM test's failure.

We need to set steps_per_epoch in PSS test.

PiperOrigin-RevId: 437850399",2022-03-28 21:08:11,keras/models/sharpness_aware_minimization_test.py,1,1,f556bbfc7b1e7e7372db782948a2616274f8a20c,0,-7
f556bbfc7b1e7e7372db782948a2616274f8a20c,qlzh727,"Test fixing OSS build for Keras.

The original zlib download url was invalidated on zlib side. Add another backup url from bazel mirror so that we can still build with old version until there is an alternative solution.

PiperOrigin-RevId: 437819145",2022-03-28 19:03:49,WORKSPACE,15,0,b17b6c1ccbc271dce1aab1e731d0fd51416abc72,0,-7
b17b6c1ccbc271dce1aab1e731d0fd51416abc72,tensorflower-gardener,"Merge pull request #16277 from old-school-kid:master

PiperOrigin-RevId: 437806246",2022-03-28 18:12:34,keras/layers/activation/thresholded_relu.py,2,2,b5414dcd4c4883912c8f7ada682c1e428ff14b82 318aeb1178122215bd94f0bdcaf6458c33cfac7b,0,-7
318aeb1178122215bd94f0bdcaf6458c33cfac7b,faizan-m,"Migrate experimental_relax_shapes to reduce_retracing

PiperOrigin-RevId: 437622770",2022-03-27 21:56:56,keras/benchmarks/keras_examples_benchmarks/mnist_conv_custom_training_benchmark_test.py keras/integration_test/function_test.py keras/engine/training.py,13,13,243535f8780a017926a8b27d8823f1c56c510461,0,-7
aa8af10a160845df30a8b28470e866e02c68bdf5,Mahrkeenerh,Fix string formatting,2022-03-27 19:10:32,keras/backend.py keras/layers/reshaping/up_sampling2d.py,7,6,895cf2090c665fac2a50549932acd55cd2dc3856,0,2
243535f8780a017926a8b27d8823f1c56c510461,qlzh727,"Disable more flaky tests.

PiperOrigin-RevId: 437531918",2022-03-27 04:55:48,keras/distribute/BUILD,1,0,0594547466f8731dccc85f2de37976dab36d6a88,0,-7
0594547466f8731dccc85f2de37976dab36d6a88,mihaimaruseac,"Validate file integrity on `get_file` on download.

Previously, the file integrity was checked only if the target path existed, as a mean to prevent redowloading the same file.

However, security conscious users would get a hash of the file from a separate channel (e.g., from the page hosting the model if it also displays the checksum) and would use that to make sure that the model they download is exactly the one they intend to. This is essential to prevent malicious downloads / corrupted ones / MitM type of attacks.

PiperOrigin-RevId: 437355007",2022-03-25 23:06:22,keras/utils/data_utils_test.py keras/utils/data_utils.py,42,0,b3345ee876446b2e750e7a7f554e9b4baa38ed37,0,-7
b3345ee876446b2e750e7a7f554e9b4baa38ed37,tensorflower-gardener,"Add two passes `XlaClusterFormation` and `XlaInlineDeviceOps` into non Tpu bridge pipeline.

Firstly, by having `XlaClusterFormation` Pass, it will encapsulate `StatefulPartitionedCall` op within a cluster so that the composite resource ops can be decomposed. After that, the reads and assign resource ops will be lifted outside of the newly created device cluster. Then `XLAInlineDeviceOps` Pass can inline the `StatefulPartitionedCall` op based in the parent region so that it can be executed as part of the function library runtime.

Having those functionality, multi worker resource access in TF/XLA bridge can be solved

PiperOrigin-RevId: 437340074",2022-03-25 21:50:18,keras/distribute/dataset_creator_model_fit_ps_only_test.py,7,6,d730bca0f772f2ec8d0940465b3f99ec8fc1e019,0,-7
d730bca0f772f2ec8d0940465b3f99ec8fc1e019,chenmoneygithub,"Flip the default value of jit_compile=True for optimizer.

When TPUStrategy is used, we force jit_compile=False since TPU by default turns on XLA. Explicitly setting XLA on for optimizer causes unexpected behavior on TPU.

We also moved the check of variable key existence to base optimizer so that subclassed optimizers no longer need to copy the check around. Moreover, instead of raise KeyError, we log a warning and directly return because during model.save(), the update_step() will be retraced, and when XLA is on it will have key missing.

PiperOrigin-RevId: 437336145",2022-03-25 21:31:52,keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-optimizer.pbtxt keras/optimizers/optimizer_experimental/adamax.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adagrad.pbtxt keras/optimizers/optimizer_experimental/adam.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-s-g-d.pbtxt keras/optimizers/optimizer_experimental/rmsprop.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adamax.pbtxt keras/optimizers/optimizer_experimental/adadelta.py keras/optimizers/optimizer_experimental/ftrl.py keras/optimizers/optimizer_experimental/optimizer_test.py keras/optimizers/optimizer_experimental/nadam.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-ftrl.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adam.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-r-m-sprop.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adam-w.pbtxt keras/optimizers/optimizer_experimental/sgd.py keras/optimizers/optimizer_experimental/adagrad.py keras/optimizers/optimizer_experimental/adamw.py keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-adadelta.pbtxt keras/api/golden/v2/tensorflow.keras.optimizers.experimental.-nadam.pbtxt keras/optimizers/optimizer_experimental/optimizer.py,70,98,0d939b160383bef34cac78f4c2ef44109e0fab20,0,-7
0d939b160383bef34cac78f4c2ef44109e0fab20,qlzh727,"Update BaseImageAugmentationLayer for transformation that are input dependent.

For KPL that need to coordinate between image/label/bbox, it might need to generate transformation based on the input (eg shape of the image, number of bbox, etc). The current method doesn't provide any information to user.

In future, when we need to add more input types (eg segmentation masks), we will add a new optional param to the `get_random_transformation` method

PiperOrigin-RevId: 437333889",2022-03-25 21:20:23,keras/api/golden/v2/tensorflow.keras.__internal__.layers.-base-image-augmentation-layer.pbtxt keras/layers/preprocessing/image_preprocessing_test.py keras/api/golden/v1/tensorflow.keras.__internal__.layers.-base-image-augmentation-layer.pbtxt keras/api/golden/v2/tensorflow.keras.layers.-random-flip.pbtxt keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-flip.pbtxt keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-translation.pbtxt keras/layers/preprocessing/image_preprocessing.py keras/api/golden/v2/tensorflow.keras.layers.-random-translation.pbtxt,23,13,73faa610a8fbda7ddcb2c37a851ad42495efaca3,0,-7
73faa610a8fbda7ddcb2c37a851ad42495efaca3,qlzh727,"Disable the failing OSS test for now.

PiperOrigin-RevId: 437307736",2022-03-25 19:21:57,keras/distribute/BUILD keras/optimizers/optimizer_experimental/BUILD keras/models/BUILD,4,0,79cf912c3c33ee4a96e85ab82cdaccc97a7f362f,0,-7
79cf912c3c33ee4a96e85ab82cdaccc97a7f362f,tensorflower-gardener,"Merge pull request #16232 from nrzimmermann:patch-1

PiperOrigin-RevId: 437287101",2022-03-25 17:56:52,keras/utils/image_dataset.py,2,2,70f80481f65f9ab9189525bc4fdd605ee646c81e 506df8753ff6d2b55c9a99627acc6e58cbada775,0,-7
70f80481f65f9ab9189525bc4fdd605ee646c81e,tensorflower-gardener,"Merge pull request #16230 from foxik:merging_layers_require_2_inputs

PiperOrigin-RevId: 437283086",2022-03-25 17:42:04,keras/layers/merging/concatenate.py keras/layers/merging/average.py keras/layers/merging/add.py keras/layers/merging/merging_test.py keras/layers/merging/minimum.py keras/layers/merging/maximum.py keras/layers/merging/base_merge.py keras/layers/merging/multiply.py,37,12,583f7cd4d664f760bbab4dcf283d725ced10fcce 7fd4ff0606c69a091ed33d203e14e66f98f2b5a6,0,-7
0c0390bf431ab441581c44a1d84ba8a3bc1768b4,markub3327,update adamw.py,2022-03-25 14:22:07,keras/optimizers/optimizer_experimental/adamw.py,1,1,d3f5bec982c568b4d61681753d9524c0e7994f53,0,1
583f7cd4d664f760bbab4dcf283d725ced10fcce,JXRiver,"Implement missing methods of VariableSpec.

This is the first step to make tf.Variable a CompositeTensor.

PiperOrigin-RevId: 437084879",2022-03-24 21:18:36,keras/distribute/parameter_server_evaluation_test.py,2,5,ff25e2c98027457e4b3927813f067ad7ef143f6a,0,-7
ff25e2c98027457e4b3927813f067ad7ef143f6a,tensorflower-gardener,"Merge pull request #16253 from guberti:fix-image-dataset-from-directory-doc-glitch

PiperOrigin-RevId: 437076552",2022-03-24 20:43:38,keras/utils/dataset_utils.py keras/utils/image_dataset.py keras/utils/text_dataset.py,3,3,0d184e839a7b12ec8ca54b54be740883e00dfd73 a9b4cb6bba4608d44f41f2719ec50356710cadb5,0,-7
d3f5bec982c568b4d61681753d9524c0e7994f53,markub3327,update adamw.py,2022-03-24 20:15:38,keras/optimizers/optimizer_experimental/adamw.py,4,3,78566bdf0b70bb4aef0f8d08a2e990e8a4e9389b,0,1
78566bdf0b70bb4aef0f8d08a2e990e8a4e9389b,markub3327,update adamw.py,2022-03-24 20:13:04,keras/optimizers/optimizer_experimental/adamw.py,4,13,c216e4cd9fc9fbb4478bae603d7e9242d7f9ff35,0,1
a9b4cb6bba4608d44f41f2719ec50356710cadb5,tensorflower-gardener,"Merge pull request #16001 from spatil6:Keras_resnetrs

PiperOrigin-RevId: 437066591",2022-03-24 20:02:36,keras/applications/applications_test.py keras/applications/applications_load_weight_test.py keras/applications/__init__.py keras/api/golden/v1/tensorflow.keras.applications.pbtxt keras/api/golden/v1/tensorflow.keras.applications.resnet_rs.pbtxt keras/api/api_init_files.bzl keras/applications/resnet_rs.py keras/api/golden/v2/tensorflow.keras.applications.resnet_rs.pbtxt keras/api/BUILD keras/api/golden/v2/tensorflow.keras.applications.pbtxt keras/applications/BUILD,1210,5,793620ae1bdda7e37edd485b034e8962fff57f3e ffc5551010d9966cd20f9b8db2d7aa61ef6192aa,0,-7
084c7c4b1f8c3641f79c3e3637210141f12cdf6c,sachinprasadhs,"Add Axis type check

Added type check in axis to allow only integers.",2022-03-23 23:31:17,keras/losses.py,1,1,5718c203cb8b815130230a92dee24412e98ee9af,0,-4
793620ae1bdda7e37edd485b034e8962fff57f3e,LukeWood,"`get_random_tranformation` -> `get_random_transformation`

Fix minor typo

PiperOrigin-RevId: 436799072",2022-03-23 19:11:19,keras/api/golden/v2/tensorflow.keras.__internal__.layers.-base-image-augmentation-layer.pbtxt keras/layers/preprocessing/image_preprocessing_test.py keras/api/golden/v1/tensorflow.keras.__internal__.layers.-base-image-augmentation-layer.pbtxt keras/api/golden/v2/tensorflow.keras.layers.-random-flip.pbtxt keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-flip.pbtxt keras/api/golden/v2/tensorflow.keras.layers.experimental.preprocessing.-random-translation.pbtxt keras/layers/preprocessing/image_preprocessing.py keras/api/golden/v2/tensorflow.keras.layers.-random-translation.pbtxt,15,15,50d6c9cfe29a46c868430c05c804e2519f9b2d7e,0,-7
50d6c9cfe29a46c868430c05c804e2519f9b2d7e,haifeng-jin,"Fix the bug of composite tensor input spec sub-tensor names lost during saving.

PiperOrigin-RevId: 436781915",2022-03-23 18:02:32,keras/saving/save_test.py keras/engine/base_layer.py,43,1,dd0f1f480613ceffd994658e5632d54c660d1e73,0,-7
dd0f1f480613ceffd994658e5632d54c660d1e73,tensorflower-gardener,"We build a CPU/GPU bridge pipeline for non TPU graph with existing passes.
Current pass pipeline in the bridge is specific to TPU. In this new bridge pipeline, only a few necessary non-TPU related passes are added in order to support the use cases, where computations happen on non-TPU graph with resources placed on different workers or devices.

PiperOrigin-RevId: 436624538",2022-03-23 01:58:25,keras/distribute/dataset_creator_model_fit_ps_only_test.py keras/distribute/dataset_creator_model_fit_test_base.py,15,4,376cc8c9b84077153db21dae9423abc9f6659d49,0,-7
7fd4ff0606c69a091ed33d203e14e66f98f2b5a6,foxik,Make sure the caught exception is the expected one.,2022-03-22 22:58:41,keras/layers/merging/merging_test.py,1,1,b67f90fa06176f6e0da23681f53dad9df7e88949,0,1
376cc8c9b84077153db21dae9423abc9f6659d49,qlzh727,"Expose dtensor related API as keras experimental API

PiperOrigin-RevId: 436581226",2022-03-22 22:03:54,keras/api/golden/v2/tensorflow.keras.dtensor.experimental.-layout-map.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-adam.pbtxt keras/api/golden/v2/tensorflow.keras.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-r-m-sprop.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-adadelta.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.experimental.pbtxt keras/api/golden/v2/tensorflow.keras.dtensor.pbtxt keras/api/api_init_files.bzl keras/BUILD keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-adagrad.pbtxt keras/dtensor/optimizers.py keras/api/BUILD keras/dtensor/layout_map.py keras/api/golden/v2/tensorflow.keras.dtensor.experimental.optimizers.-s-g-d.pbtxt,627,5,5b6df0f0e67463ce9109c3f9799a26356f8cc3e5,0,-7
b5414dcd4c4883912c8f7ada682c1e428ff14b82,old-school-kid,remove: cast of theta,2022-03-22 20:05:06,keras/layers/activation/thresholded_relu.py,1,1,62cd177f7d8da4b6dc255a2202e3c6f36d8f1797,0,5
62cd177f7d8da4b6dc255a2202e3c6f36d8f1797,old-school-kid,"fix: update according to fchollet

`dtype = self.compute_dtype` from `getattr` and removed cast of `theta`",2022-03-22 20:02:12,keras/layers/activation/thresholded_relu.py,1,2,880cfc01634eef161e74e07f1df59cd5f137e899,0,5
c216e4cd9fc9fbb4478bae603d7e9242d7f9ff35,markub3327,update adamw.py,2022-03-22 19:48:25,keras/optimizers/optimizer_experimental/adamw.py,14,2,5209eb5c0aac31811e355fc9ba24fe0beb0fa135,0,1
506df8753ff6d2b55c9a99627acc6e58cbada775,nrzimmermann,Mention image dimensions format,2022-03-13 10:01:35,keras/utils/image_dataset.py,2,2,5b6df0f0e67463ce9109c3f9799a26356f8cc3e5,0,1
