,Commit#,Author,Message,Time,Changed Files,Additions,Deletions,Parents,Number of Comments,Timezone
355,058217b78c31debf9e11397a859ba37a0b4579c7,linkerzhang,"update op schema registry api to reflect previous domain related change. (#277)

* change opschemaregistry api.

* add implementation.

* adding domaintoversionrange map

* resolve comments.

* add const back which was removed by mistake.

* add comments to clarify the map used to store op schemas.",2017-11-17 04:06:33,onnx/defs/schema.cc onnx/defs/schema.h,83,23,df78798af405836d3bf7552857bc7c95a599b96b,0,-8
356,d78ad96f89245ca1d6f29d6ed5723873fa74246b,dzhulgakov,Update CONTRIBUTING.md,2017-11-17 07:40:14,docs/CONTRIBUTING.md,21,18,058217b78c31debf9e11397a859ba37a0b4579c7,0,-8
357,defb79128c67aaf8863224ddb892a350b50f3fcf,dzhulgakov,Update CONTRIBUTING.md,2017-11-17 07:44:33,docs/CONTRIBUTING.md,9,0,d78ad96f89245ca1d6f29d6ed5723873fa74246b,0,-8
358,3a7d9034acdc216738a715a9edd3c908981bb7a8,dzhulgakov,Update README.md,2017-11-17 07:58:03,README.md,16,41,defb79128c67aaf8863224ddb892a350b50f3fcf,0,-8
359,503b67833f850aee1660732c1a004b02790651b5,houseroad,"Add onnx.load_from_string and related tests (#256)

* Add onnx.load_from_string and related tests

* Fix decoded expression

* Fix the test for onnx.load

* Move the check to load_from_string

* Update comment",2017-11-17 10:58:29,onnx/__init__.py onnx/test/basic_test.py,44,3,3a7d9034acdc216738a715a9edd3c908981bb7a8,0,-8
360,00323ad8dd0ae63527f56ee082e9bde37807f96c,rwilliams58,"Revised IR.md (#287)

- Minor updates",2017-11-17 20:33:04,docs/IR.md,28,28,503b67833f850aee1660732c1a004b02790651b5,0,-8
361,af29bb23a33dff642b38c15f09837562a003d25a,gramalingam,Updates to IR.md (#288),2017-11-18 00:36:35,docs/IR.md,23,14,00323ad8dd0ae63527f56ee082e9bde37807f96c,0,-8
362,d1bfcebd9c21a836d88b63ea8715c7a5b137ef32,bddppq,"Integrate ninja build system into setup.py (Unix only) (#291)

* Integrate ninja build system into setup.py

* Resolve nested 'with' blocks compatibility issue

* For backward compatibility, allow zero arguments to gen_proto.py

* Add travis builds for using ninja

* enable verbose log in pip install commmands",2017-11-19 05:45:22,.gitignore .travis/install.sh onnx/gen_proto.py .travis/build.sh .travis.yml setup.py,146,34,af29bb23a33dff642b38c15f09837562a003d25a,0,-8
363,ffb470874c50f73afa04e0bb45e48b9562f143c2,bddppq,"Sort keys in the model test cases json file (#293)

* Sort keys in the model test cases json file

* Update model test cases json files with sorted keys

* Refresh backend test data

* Revert ""Refresh backend test data""

This reverts commit 1ad1280a0e59523852d5ffe643aebdd1c35d6e9a.",2017-11-20 03:36:50,onnx/backend/test/data/model/test_bvlc_alexnet/data.json onnx/backend/test/data/model/test_resnet50/data.json .travis/build.sh onnx/backend/test/data/model/test_inception_v2/data.json onnx/backend/test/data/model/test_densenet121/data.json onnx/backend/test/data/model/test_squeezenet/data.json onnx/backend/test/cmd_tools.py onnx/backend/test/data/model/test_inception_v1/data.json onnx/backend/test/data/model/test_vgg16/data.json onnx/backend/test/data/model/test_vgg19/data.json onnx/backend/test/data/model/test_shufflenet/data.json,12,10,d1bfcebd9c21a836d88b63ea8715c7a5b137ef32,0,-8
364,83f09b9a74a2308ee74fed8f0b4db293df9eee5a,bddppq,"Fix onnx-ml build (#292)

* Fix onnx-ml travis CI builds

Previously, the second ""pip install"" command was doing nothing because onnx package has already been installed once

* Play with bash

* Ok give up playing with bash

* Change to use env var ONNX_ML=1 to trigger onnx-ml build

the --install-option flag is passed to all the dependencies, so --install-option=""--onnx-ml"" always fails in a fresh environment (which needs to install dependencies)

* Update travis build script

* Update travis build matrix

* Generate a proxy pb python file",2017-11-20 05:38:10,.gitignore onnx/test/checker_test.py README.md .travis/build.sh appveyor.yml .travis.yml onnx/test/helper_test.py docs/Installation.md docs/CONTRIBUTING.md onnx/__init__.py onnx/numpy_helper.py onnx/test/relu_test.py onnx/mapping.py setup.py onnx/helper.py onnx/test/basic_test.py,70,73,ffb470874c50f73afa04e0bb45e48b9562f143c2,0,-8
365,fa742f95f411f7f6854cb52425110f6b241a9dfb,ebarsoum,Fix docs link.,2017-11-20 07:26:09,docs/CONTRIBUTING.md,3,3,83f09b9a74a2308ee74fed8f0b4db293df9eee5a,0,-8
366,57c931d9f03d808c65526c1689d4e0a05da59040,ebarsoum,"Make Lp consistent and rename padding attribute to pads. (#289)

* Make Lp consistent and rename padding attribute to pads.

* Address feedbacks.

* Update test data after changing test cases",2017-11-20 17:30:04,onnx/defs/tensor/old.cc onnx/defs/tensor/defs.cc onnx/backend/test/data/node/test_edge_pad/node.pb onnx/backend/test/data/node/test_constant_pad/node.pb onnx/backend/test/data/node/test_reflect_pad/node.pb onnx/backend/test/case/node/pad.py onnx/defs/nn/defs.cc docs/Operators.md onnx/defs/nn/old.cc,167,25,fa742f95f411f7f6854cb52425110f6b241a9dfb,0,-8
367,8f507944f7982850461aa193ab80fa88bac3f1bb,linkerzhang,"ml ops registration (#284)

* add traditional ml ops.

* fix ml op registration.

* update ml op registry.

* remove featurevectorizer since it does not follow onnx rule for now, will need to resolve it separately.

* add ifdef to only register ml ops when onnx-ml is defined since map type is being used.

* generate operator-ml.md documentation

* doc update

* update doc.

* fix issue that --onnxml=1 ignored by linux.

* change gen_doc.py to gen different doc file when onnx_ml set to different value.

* change one op name and add featurevectorizer following same way as concat for now.",2017-11-20 18:39:19,appveyor.yml .travis/build.sh onnx/defs/gen_doc.py docs/Operators-ml.md onnx/defs/traditionalml/defs.cc,6112,5,57c931d9f03d808c65526c1689d4e0a05da59040,0,-8
368,77599cc7c6ca12339c33541b2efd172638bce7f5,linkerzhang,"remove the operator ml doc for now, and will revisit it later. (#302)",2017-11-20 22:05:52,docs/Operators-ml.md,0,5473,8f507944f7982850461aa193ab80fa88bac3f1bb,0,-8
369,29da88f0c7dbb43e4a3996f94f3bcd325b50a652,prasanthpul,"Update readme.md to clarify build status badges (#301)

* Update readme.md to clarify build status badges",2017-11-21 05:42:19,README.md,4,4,77599cc7c6ca12339c33541b2efd172638bce7f5,0,-8
370,55cd34e06e73872d03d2c2aafb1615b4bf06cdd2,prasanthpul,remove ellipses from input and output names (#305),2017-11-21 06:38:49,docs/Operators.md onnx/defs/tensor/defs.cc,4,4,29da88f0c7dbb43e4a3996f94f3bcd325b50a652,0,-8
371,22dab3f604bd78749313d25d2b3fac84f3ea5f48,dzhulgakov,"add axis attribute to Gather (#308)

* add axis attribute to Gather

* patching comments

* regenerate docs",2017-11-22 09:18:53,docs/Operators.md onnx/defs/tensor/defs.cc,68,11,55cd34e06e73872d03d2c2aafb1615b4bf06cdd2,0,-8
372,b829dbe307f83ccf40ba294fe3fff387014e26ce,gramalingam,"Rama/inplacedoc (#309)

* remove references to inplace update from operator documentation

* remove references to in-place update and regenerate Operators.md",2017-11-22 17:02:22,docs/Operators.md onnx/defs/experiments/defs.cc onnx/defs/math/defs.cc,32,70,22dab3f604bd78749313d25d2b3fac84f3ea5f48,0,-8
373,1f195cb4ca868638908f9550bd8f180957fcf2b9,lutzroeder,Adding link to ONNX viewer app (#294),2017-11-22 17:03:07,README.md,4,0,b829dbe307f83ccf40ba294fe3fff387014e26ce,0,-5
374,1c97d06dde742671a734fee6c2b5cf5893fc21ae,tjingrant,"Update pad.py (#311)

* Update pad.py

* Autogenerate docs and backend test data

* Correct the pads order",2017-11-22 21:15:51,onnx/backend/test/data/node/test_edge_pad/node.pb onnx/backend/test/data/node/test_constant_pad/node.pb onnx/backend/test/data/node/test_reflect_pad/node.pb onnx/backend/test/case/node/pad.py docs/Operators.md,4,4,1f195cb4ca868638908f9550bd8f180957fcf2b9,0,-5
375,9900f75f8d666c89772788b53b3d153b35295610,rwilliams58,"Revised Overview.md (#310)

- Minor changes",2017-11-23 03:39:56,docs/Overview.md,5,31,1c97d06dde742671a734fee6c2b5cf5893fc21ae,0,-8
376,bdfee1c0ded056ca7b071a8b85b683027a3b0253,dzhulgakov,"Update IR.md (#307)

* Update IR.md

* minor tweak",2017-11-24 18:26:04,docs/IR.md,3,0,9900f75f8d666c89772788b53b3d153b35295610,0,-8
377,f614b9350b345863b8bc900d55b057b394a43c9d,bddppq,"Use list for *requires (#318)

https://github.com/pypa/setuptools/commit/f012485e4767f3be81493c93ad534a02c6f14f14",2017-11-27 02:58:43,setup.py,9,9,bdfee1c0ded056ca7b071a8b85b683027a3b0253,0,-8
378,383f4f79e4cc6bd4f9613eaec99c506d3b1948ae,dzhulgakov,update pads example (#317),2017-11-27 03:21:55,docs/Operators.md onnx/defs/tensor/defs.cc,18,18,f614b9350b345863b8bc900d55b057b394a43c9d,0,-8
379,906ef0730bed442ed4892739b98ac95b0e992e16,djsutherland,include license info (#314),2017-11-27 03:23:01,setup.cfg MANIFEST.in,5,1,383f4f79e4cc6bd4f9613eaec99c506d3b1948ae,0,0
380,d71b0bd9a73528a0b9d6fb7cb24c9fca1c741638,houseroad,"Change ResizeNearest op to Upsample op (#290)

* Change ResizeNearest op to Upsample op

* Add restriction on height_scale and width_scale",2017-11-27 03:25:15,docs/Operators.md onnx/defs/experiments/defs.cc,90,54,906ef0730bed442ed4892739b98ac95b0e992e16,0,-7
381,185078e21cbf7987af595b01f8da6d531c71ca87,gramalingam,Minor tweaks to IR.md (#315),2017-11-27 03:41:38,docs/IR.md,3,2,d71b0bd9a73528a0b9d6fb7cb24c9fca1c741638,0,-8
382,a8bd1facd321ea52f0a6f88600138606711b7a96,bddppq,Include ONNX Backend Test data when installing onnx (#320),2017-11-27 06:37:36,setup.py MANIFEST.in,2,0,185078e21cbf7987af595b01f8da6d531c71ca87,0,-8
383,fdaab1ed5a4f9802df7b365f270a9148f6a71595,bddppq,"Fix Windows build status badge to show master branch (#322)

Used to show the latest build, which can come from PR",2017-11-27 18:18:19,README.md,1,1,a8bd1facd321ea52f0a6f88600138606711b7a96,0,-5
384,e1d3155ffa270ebff64716ee2db7cb5b33949193,dzhulgakov,"Add dummy backend test to run checker on all model and node tests (#319)

* Add dummy backend test to run checker on all model and node tests

* Disable rnn test (it's not picked up by anybody anyway)

* Fix NamedTemporaryFile double open issue on Windows

* Exclude vgg models on APPVEYOR due to OOM

* minor

* fix",2017-11-27 21:02:13,onnx/test/test_backend_test.py onnx/backend/test_rnn.py onnx/backend/test/runner/__init__.py,59,1,fdaab1ed5a4f9802df7b365f270a9148f6a71595,0,-8
385,8d683544ed55ca662fbf5d99016cf248cfc32a5f,yuanbyu,Small fix of GRU equations described in comments (#324),2017-11-28 05:36:24,docs/Operators.md onnx/defs/rnn/defs.cc,4,4,e1d3155ffa270ebff64716ee2db7cb5b33949193,0,-8
386,e640879266e199f800c9819705e1b184e8c7ab6b,bddppq,Generate one ninja build file per extension (#326),2017-11-28 19:35:15,setup.py .gitignore,9,9,8d683544ed55ca662fbf5d99016cf248cfc32a5f,0,-5
387,2f83e78ab659c90e7323ded0ccad31698554dd08,SherlockNoMad,"Update Experimental Ops (#254)

Crop , ImageScaler , ScaledTanh , ThresholdedRelu",2017-11-28 21:27:19,docs/Operators.md onnx/defs/experiments/defs.cc,26,23,e640879266e199f800c9819705e1b184e8c7ab6b,0,-8
388,01b4d639366d5a9986e731cc7a092bdb0ef12f15,djsutherland,"switch instructions to conda-forge onnx (#316)

Maybe ""nicer"" than @ezyang's personal channel, now that [it's available](https://github.com/conda-forge/onnx-feedstock).",2017-11-29 04:23:08,README.md,2,2,2f83e78ab659c90e7323ded0ccad31698554dd08,0,0
389,948d58ecfdda53b8b065749624cee8ca65d2c527,bddppq,"Fix wrong failed download message in Backend Test (#327)

* Fix wrong failed download message in Backend Test

* reraise",2017-11-29 16:32:07,onnx/backend/test/runner/__init__.py,4,2,01b4d639366d5a9986e731cc7a092bdb0ef12f15,0,-5
390,a784ff536a53a3fccbe669317ff3c143f430712f,houseroad,Add support to load tensors from pb files in model test cases,2017-11-29 17:57:34,onnx/backend/test/runner/__init__.py onnx/backend/test/loader/__init__.py onnx/backend/test/case/model/__init__.py,45,12,21c59ad794c290061ac078e16c15ec2c5dde0c8e,0,-5
391,ace128f4ed86e49cfa9f5a6686be0e2aa26a1963,ezyang,"Change get_all_schemas to return a vector rather than map. (#330)

Now the API accurately reflects how we use it.

Signed-off-by: Edward Z. Yang <ezyang@fb.com>",2017-11-29 21:41:39,onnx/cpp2py_export.cc onnx/defs/gen_doc.py onnx/defs/schema.h,28,14,948d58ecfdda53b8b065749624cee8ca65d2c527,0,-5
392,fd5493013e6cd1f41a560f05965216ec106f56eb,linkerzhang,"Change API to support specifying ""single"", ""optional"" and ""variadic"" input (#321)

* add formal parameter option to distinguish input types: single, optional, variadic.

* change python apis accordingly.

* fix gen doc issue.

* doc update

* fix comments.

* update operator document.

* remove optional comments which is not needed.",2017-11-30 00:49:48,onnx/cpp2py_export.cc onnx/defs/tensor/old.cc onnx/defs/tensor/defs.cc onnx/defs/rnn/defs.cc onnx/defs/gen_doc.py onnx/defs/experiments/defs.cc onnx/defs/schema.cc onnx/defs/traditionalml/defs.cc onnx/defs/nn/defs.cc docs/Operators.md onnx/defs/math/defs.cc onnx/defs/schema.h,96,52,ace128f4ed86e49cfa9f5a6686be0e2aa26a1963,0,-8
393,b6fc1f83b3f91a471a45b3675e3b437778f66cac,ezyang,"gen_doc.py refactor and more detailed version information. (#331)

Signed-off-by: Edward Z. Yang <ezyang@fb.com>

Changelog rendering for ONNX.

Signed-off-by: Edward Z. Yang <ezyang@fb.com>

More improvements to changelog rendering.

Signed-off-by: Edward Z. Yang <ezyang@fb.com>

Make the op version message less misleading.

Signed-off-by: Edward Z. Yang <ezyang@fb.com>

Clarify some more, fix bug.

Signed-off-by: Edward Z. Yang <ezyang@fb.com>

Don't render ONNX docs in operators-ml

Signed-off-by: Edward Z. Yang <ezyang@fb.com>",2017-11-30 03:41:35,onnx/defs/gen_doc.py docs/Operators-ml.md onnx/defs/__init__.py docs/Changelog-ml.md docs/Operators.md docs/Changelog.md,8875,238,fd5493013e6cd1f41a560f05965216ec106f56eb,0,-5
394,21c59ad794c290061ac078e16c15ec2c5dde0c8e,ezyang,"Add onnx_opset_version and have make_model default to it. (#335)

Signed-off-by: Edward Z. Yang <ezyang@fb.com>",2017-11-30 22:53:19,onnx/cpp2py_export.cc onnx/helper.py onnx/defs/__init__.py,17,1,b6fc1f83b3f91a471a45b3675e3b437778f66cac,0,-5
